Pairs,Reciprocity_A,Reciprocity_B,Followership_A,Interestingness_A,BidirFriendship_A,Followership_B,Interestingness_B,BidirFriendship_B,PMentioning_AB,PRetweet_AB,TextSentiment_A,TextSentiment_B,TextSimilarity_AB,Interestingness_AB,Class
7607,"('taf6', 'Eme15')",0.5021988136633259,0.1867557408635775,0.9912432542510946,1.4996944859990309,1.9912432542510945,4.354587737843552,1.6888586956521738,5.354587737843552,-1,-1,0.0,0.0,1,-1,1
7608,"('taf6', 'hvy15')",0.5021988136633259,0.5379783815366638,0.9912432542510946,1.4996944859990309,1.9912432542510945,0.8588107521042628,1.0841463414634147,1.8588107521042627,-1,-1,0.0,-0.34,-1,-1,1
7609,"('taf6', 'gjo8')",0.5021988136633259,0.5218044406891048,0.9912432542510946,1.4996944859990309,1.9912432542510945,0.9164267722202232,0.5491872801345958,1.9164267722202235,-1,-1,0.0,0.0,-1,-1,1
7610,"('hot11', 'van9')",0.5186277516928958,0.4419471608406721,0.9281652336108456,0.7623683115053316,1.9281652336108457,1.262713936430318,1.0003512674901938,2.2627139364303184,-1,-1,0.4015,-0.5423,-1,-1,1
7611,"('hot11', 'wot11')",0.5186277516928958,0.5047183910500022,0.9281652336108456,0.7623683115053316,1.9281652336108457,0.9813028764805416,1.0373450036469731,1.9813028764805407,-1,-1,0.4015,0.0,-1,-1,1
7612,"('hot11', 'Fin13')",0.5186277516928958,0.444860353660552,0.9281652336108456,0.7623683115053316,1.9281652336108457,1.247896428107064,0.008797610028975831,2.247896428107064,-1,-1,0.4015,0.4767,1,-1,1
7613,"('hot11', 'lon10')",0.5186277516928958,0.519280205655527,0.9281652336108456,0.7623683115053316,1.9281652336108457,0.9257425742574258,5.588490770901195,1.9257425742574257,-1,-1,0.4015,-0.5574,1,-1,1
7614,"('hot11', 'And11')",0.5186277516928958,0.5074943335526797,0.9281652336108456,0.7623683115053316,1.9281652336108457,0.9704653508140038,0.3610726643598616,1.9704653508140042,-1,-1,0.4015,0.0,-1,-1,1
7615,"('tem9', 'Dav10')",0.7162629757785467,0.5309575233981282,0.3961352657004831,3.659237726098192,1.396135265700483,0.8833898305084745,21.36842105263158,1.8833898305084744,-1,-1,0.0,0.0772,1,-1,1
7616,"('tem9', 'Cll12')",0.7162629757785467,0.6625421822272216,0.3961352657004831,3.659237726098192,1.396135265700483,0.5093378607809848,0.18776550552251486,1.5093378607809846,-1,-1,0.0,0.4019,-1,-1,1
7617,"('tem9', 'Nav11')",0.7162629757785467,0.534780682321666,0.3961352657004831,3.659237726098192,1.396135265700483,0.8699254349627175,1.2217945314573933,1.8699254349627168,-1,-1,0.0,0.5719,1,-1,1
7618,"('tem9', 'mrs15')",0.7162629757785467,0.6422764227642277,0.3961352657004831,3.659237726098192,1.396135265700483,0.5569620253164557,0.8246753246753247,1.5569620253164558,-1,-1,0.0,-0.8625,1,-1,1
7619,"('tem9', 'woo11')",0.7162629757785467,0.5228874398998881,0.3961352657004831,3.659237726098192,1.396135265700483,0.9124574883486584,1.5079764903442483,1.9124574883486585,-1,-1,0.0,-0.25,1,-1,1
7620,"('Ela14', 'the15')",0.5856227106227107,0.6314383256642423,0.7075840500390931,0.7807689967755673,1.7075840500390929,0.5836859426422191,1.874240208028604,1.5836859426422192,-1,-1,-0.2342,0.0,1,-1,1
7621,"('Ela14', 'aud9')",0.5856227106227107,0.5895196506550219,0.7075840500390931,0.7807689967755673,1.7075840500390929,0.6962962962962963,11.199391171993911,1.6962962962962962,-1,-1,-0.2342,-0.4215,1,-1,1
7622,"('Ela14', 'jul10')",0.5856227106227107,0.6320506062203479,0.7075840500390931,0.7807689967755673,1.7075840500390929,0.5821517931609674,25.083769633507853,1.5821517931609674,-1,-1,-0.2342,0.0,1,-1,1
7623,"('Ela14', 'joh13')",0.5856227106227107,0.6536796536796536,0.7075840500390931,0.7807689967755673,1.7075840500390929,0.5298013245033113,8.778073848496382,1.5298013245033113,-1,-1,-0.2342,-0.9112,1,-1,1
7624,"('Ela14', 'tac8')",0.5856227106227107,0.4917188075082812,0.7075840500390931,0.7807689967755673,1.7075840500390929,1.033682634730539,0.2973045102748866,2.033682634730539,-1,-1,-0.2342,0.5214,1,-1,1
7625,"('bre13', 'Poi9')",0.5876221498371336,0.8571428571428571,0.7017738359201774,1.8612266809824185,1.7017738359201773,0.16666666666666666,1.2162162162162162,1.1666666666666667,-1,-1,0.2732,-0.4003,-1,-1,1
7626,"('bre13', 'ind15')",0.5876221498371336,0.30497237569060776,0.7017738359201774,1.8612266809824185,1.7017738359201773,2.278985507246377,0.5329341317365269,3.278985507246377,-1,-1,0.2732,0.5411,-1,-1,1
7627,"('bre13', 'a_s11')",0.5876221498371336,0.4412698412698413,0.7017738359201774,1.8612266809824185,1.7017738359201773,1.266187050359712,0.3129933481152993,2.2661870503597124,-1,-1,0.2732,0.0,-1,-1,1
7628,"('bre13', 'Blu12')",0.5876221498371336,0.7336035372144436,0.7017738359201774,1.8612266809824185,1.7017738359201773,0.3631341034655952,1.9206592564200844,1.3631341034655953,-1,-1,0.2732,-0.5256,1,-1,1
7629,"('bre13', 'And6')",0.5876221498371336,0.6556603773584906,0.7017738359201774,1.8612266809824185,1.7017738359201773,0.5251798561151079,0.4141414141414141,1.5251798561151082,-1,-1,0.2732,0.4019,-1,-1,1
7630,"('LDN6', 'mrR7')",0.8431263858093127,0.5238029107876903,0.1860618014464168,1.3769230769230771,1.1860618014464168,0.9091150114003924,0.05821434175427585,1.9091150114003923,-1,-1,0.3182,-0.5423,1,-1,1
7631,"('LDN6', 'fil9')",0.8431263858093127,0.5136902573529412,0.1860618014464168,1.3769230769230771,1.1860618014464168,0.9466983959419928,1.9390102510532297,1.9466983959419928,-1,-1,0.3182,0.0,1,-1,1
7632,"('LDN6', 'Ton13')",0.8431263858093127,0.6640625,0.1860618014464168,1.3769230769230771,1.1860618014464168,0.5058823529411764,3.4718272775144814,1.5058823529411764,-1,-1,0.3182,-0.8685,1,-1,1
7633,"('LDN6', 'KPM11')",0.8431263858093127,0.5234990929489293,0.1860618014464168,1.3769230769230771,1.1860618014464168,0.9102229850426056,0.4264705882352941,1.9102229850426056,-1,-1,0.3182,0.4019,-1,-1,1
7634,"('LDN6', 'pud8')",0.8431263858093127,0.6992461658435144,0.1860618014464168,1.3769230769230771,1.1860618014464168,0.4301115241635688,0.3639056937286828,1.4301115241635691,-1,-1,0.3182,-0.128,1,-1,1
7635,"('1Lu6', 'bel13')",0.5037942664418212,0.4814621409921671,0.9849372384937238,0.7117647058823531,1.9849372384937243,1.0770065075921909,1.938058229903724,2.077006507592191,-1,-1,0.6249,-0.29600000000000004,-1,-1,1
7636,"('1Lu6', 'Bet6')",0.5037942664418212,0.5567852437417655,0.9849372384937238,0.7117647058823531,1.9849372384937243,0.7960246095598675,0.7777444110777444,1.7960246095598675,-1,-1,0.6249,0.0,1,-1,1
7637,"('1Lu6', 'nil14')",0.5037942664418212,0.4699395233013163,0.9849372384937238,0.7117647058823531,1.9849372384937243,1.1279333838001513,1.5924424972617743,2.127933383800152,-1,-1,0.6249,0.0,1,-1,1
7638,"('1Lu6', 'Ban10')",0.5037942664418212,0.6611111111111111,0.9849372384937238,0.7117647058823531,1.9849372384937243,0.5126050420168067,1.4672387800069582,1.512605042016807,-1,-1,0.6249,0.0,1,-1,1
7639,"('1Lu6', 'Her11')",0.5037942664418212,0.4101452969666072,0.9849372384937238,0.7117647058823531,1.9849372384937243,1.4381603480422622,0.8046755634878784,2.4381603480422624,-1,-1,0.6249,0.7825,1,-1,1
7640,"('ter13', 'Cra13')",0.5126640474797292,0.7752100840336135,0.950595141040274,0.6999622874382886,1.9505951410402744,0.2899728997289973,0.8001665278934221,1.2899728997289972,-1,-1,0.6124,0.0,-1,-1,1
7641,"('ter13', 'lyr10')",0.5126640474797292,0.6387755102040816,0.950595141040274,0.6999622874382886,1.9505951410402744,0.5654952076677316,0.5202702702702703,1.5654952076677315,-1,-1,0.6124,-0.3818,-1,-1,1
7642,"('ter13', 'Lad11')",0.5126640474797292,0.518993839835729,0.950595141040274,0.6999622874382886,1.9505951410402744,0.926805143422354,0.8249348303536608,1.9268051434223536,-1,-1,0.6124,0.875,-1,-1,1
7643,"('ter13', 'Rob9')",0.5126640474797292,0.6978346456692913,0.950595141040274,0.6999622874382886,1.9505951410402744,0.4330042313117066,0.3778877887788779,1.4330042313117066,-1,-1,0.6124,-0.4019,1,-1,1
7644,"('ter13', 'Haw14')",0.5126640474797292,0.4877622377622378,0.950595141040274,0.6999622874382886,1.9505951410402744,1.050179211469534,1.5891819400983458,2.050179211469534,-1,-1,0.6124,0.7088,-1,-1,1
7645,"('Bar10', 'bal10')",0.3676256178656521,0.8953301127214169,1.720158638034436,3.2105367008681926,2.720158638034436,0.11690647482014388,0.07692307692307693,1.1169064748201438,-1,-1,-0.3182,0.0,-1,-1,1
7646,"('Bar10', 'Mir7')",0.3676256178656521,0.4226746275432037,1.720158638034436,3.2105367008681926,2.720158638034436,1.3658860381861575,1.2473007712082262,2.3658860381861566,-1,-1,-0.3182,0.0,-1,-1,1
7647,"('Bar10', 'Sle13')",0.3676256178656521,0.3859202714164546,1.720158638034436,3.2105367008681926,2.720158638034436,1.591208791208791,0.4692425990003845,2.591208791208792,-1,-1,-0.3182,0.4019,-1,-1,1
7648,"('Bar10', 'sen13')",0.3676256178656521,0.7212121212121212,1.720158638034436,3.2105367008681926,2.720158638034436,0.3865546218487395,1.6382978723404256,1.3865546218487397,-1,-1,-0.3182,0.4939,-1,-1,1
7649,"('Bar10', 'Nas14')",0.3676256178656521,0.8204134366925064,1.720158638034436,3.2105367008681926,2.720158638034436,0.2188976377952756,0.0,1.2188976377952756,-1,-1,-0.3182,0.0,-1,-1,1
7650,"('eds6', 'qua12')",0.8076923076923077,0.4575342465753425,0.2380952380952381,0.19678790741615493,1.2380952380952381,1.18562874251497,3489.0,2.18562874251497,-1,-1,-0.1531,0.0,-1,-1,1
7651,"('eds6', 'why13')",0.8076923076923077,0.8533360875852096,0.2380952380952381,0.19678790741615493,1.2380952380952381,0.1718712176228516,0.4044943820224719,1.1718712176228516,-1,-1,-0.1531,-0.0516,-1,-1,1
7652,"('eds6', 'Why8')",0.8076923076923077,0.790796963946869,0.2380952380952381,0.19678790741615493,1.2380952380952381,0.26454709058188364,0.6106382978723405,1.2645470905818836,-1,-1,-0.1531,0.4019,1,-1,1
7653,"('eds6', 'Bet15')",0.8076923076923077,0.503315649867374,0.2380952380952381,0.19678790741615493,1.2380952380952381,0.9868247694334652,4.047426484290559,1.986824769433465,-1,-1,-0.1531,0.6249,-1,-1,1
7654,"('eds6', 'sli9')",0.8076923076923077,0.9489953632148376,0.2380952380952381,0.19678790741615493,1.2380952380952381,0.05374592833876222,3.7794871794871794,1.0537459283387622,-1,-1,-0.1531,0.8805,1,-1,1
7655,"('CMA10', 'shn10')",0.4716769489624229,0.5274365274365275,1.1200951248513675,1.7604821593047937,2.1200951248513675,0.8959627329192547,0.8437692972705941,1.8959627329192548,-1,-1,0.0,-0.802,-1,-1,1
7656,"('CMA10', 'Emp9')",0.4716769489624229,0.45689655172413796,1.1200951248513675,1.7604821593047937,2.1200951248513675,1.1886792452830188,0.7368146214099217,2.188679245283019,-1,-1,0.0,0.4939,-1,-1,1
7657,"('CMA10', 'liz9')",0.4716769489624229,0.6026989482040087,1.1200951248513675,1.7604821593047937,2.1200951248513675,0.6592031610141587,1.3704994192799071,1.6592031610141589,-1,-1,0.0,-0.4019,-1,-1,1
7658,"('CMA10', 'hyl9')",0.4716769489624229,0.7776606954689147,1.1200951248513675,1.7604821593047937,2.1200951248513675,0.2859078590785908,0.2899239543726236,1.2859078590785908,-1,-1,0.0,0.5093,-1,-1,1
7659,"('CMA10', 'teb14')",0.4716769489624229,0.5283687943262412,1.1200951248513675,1.7604821593047937,2.1200951248513675,0.8926174496644296,1.7371303395399782,1.8926174496644288,-1,-1,0.0,-0.101,-1,-1,1
7660,"('mag10', 'yak10')",0.786017949929145,0.8012048192771084,0.2722355769230769,6.088441417431643,1.2722355769230769,0.2481203007518797,13.217957505140507,1.2481203007518795,-1,-1,-0.2714,0.1531,1,-1,1
7661,"('mag10', 'Sav15')",0.786017949929145,0.5278152393796359,0.2722355769230769,6.088441417431643,1.2722355769230769,0.8946023634621527,2.3408809700569164,1.8946023634621527,-1,-1,-0.2714,0.0,-1,-1,1
7662,"('mag10', 'lef10')",0.786017949929145,0.5411764705882353,0.2722355769230769,6.088441417431643,1.2722355769230769,0.8478260869565217,1.6285216381063026,1.8478260869565213,-1,-1,-0.2714,0.0,1,-1,1
7663,"('mag10', 'Ber14')",0.786017949929145,0.7643209876543209,0.2722355769230769,6.088441417431643,1.2722355769230769,0.3083508318526894,0.1971153846153846,1.3083508318526893,-1,-1,-0.2714,0.4588,-1,-1,1
7664,"('mag10', 'Ber15')",0.786017949929145,0.6575042568718074,0.2722355769230769,6.088441417431643,1.2722355769230769,0.5209027007029227,0.013821922211507551,1.5209027007029228,-1,-1,-0.2714,0.7424,1,-1,1
7665,"('kri14', '20112')",0.6647058823529411,0.4745737135958956,0.5044247787610621,5.042016806722689,1.5044247787610618,1.107154213036566,0.7559559388609,2.1071542130365657,-1,-1,0.0,0.0,1,-1,1
7666,"('kri14', 'not14')",0.6647058823529411,0.7845711940910957,0.5044247787610621,5.042016806722689,1.5044247787610618,0.274581589958159,2.4723971841422747,1.2745815899581592,-1,-1,0.0,0.2732,-1,-1,1
7667,"('kri14', 'Ste13')",0.6647058823529411,0.7523413111342352,0.5044247787610621,5.042016806722689,1.5044247787610618,0.32918395573997233,30.821100917431192,1.3291839557399725,-1,-1,0.0,0.5574,-1,-1,1
7668,"('kri14', 'PIO11')",0.6647058823529411,0.2681091251175917,0.5044247787610621,5.042016806722689,1.5044247787610618,2.7298245614035093,0.5237247924080665,3.729824561403509,-1,-1,0.0,-0.34,-1,-1,1
7669,"('kri14', 'Aus12')",0.6647058823529411,0.9230769230769232,0.5044247787610621,5.042016806722689,1.5044247787610618,0.08333333333333333,1.6944444444444444,1.0833333333333333,-1,-1,0.0,0.0,-1,-1,1
7670,"('lib15', 'Jac11')",0.488845175838411,0.5087753894695326,1.0456374521542842,4.850442615312937,2.045637452154284,0.9655038759689922,1.0728605004838934,1.9655038759689918,-1,-1,0.6566,0.4215,-1,-1,1
7671,"('lib15', 'Sha14')",0.488845175838411,0.5226111394992335,1.0456374521542842,4.850442615312937,2.045637452154284,0.913468589586898,4.84026348291478,1.9134685895868981,-1,-1,0.6566,0.6892,-1,-1,1
7672,"('lib15', 'joj7')",0.488845175838411,0.5488404778636683,1.0456374521542842,4.850442615312937,2.045637452154284,0.8220230473751601,1.4464071342822844,1.82202304737516,-1,-1,0.6566,-0.5255,-1,-1,1
7673,"('lib15', 'dav8')",0.488845175838411,0.5039206591124953,1.0456374521542842,4.850442615312937,2.045637452154284,0.9844393793284824,1.0505985995030496,1.9844393793284825,-1,-1,0.6566,0.0,-1,-1,1
7674,"('lib15', 'mug9')",0.488845175838411,0.4762564738492961,1.0456374521542842,4.850442615312937,2.045637452154284,1.0997089906570685,0.8783000643915003,2.0997089906570685,-1,-1,0.6566,0.6542,-1,-1,1
7675,"('Sax7', 'GCo14')",0.5203768624014022,0.5014393715192769,0.9216842105263158,0.1220947337452192,1.9216842105263159,0.9942590406695996,0.2894916247746112,1.9942590406696001,-1,-1,0.5904,0.4648,-1,-1,1
7676,"('Sax7', 'FLM7')",0.5203768624014022,0.4306276545540349,0.9216842105263158,0.1220947337452192,1.9216842105263159,1.322191780821918,1.1573946743342918,2.322191780821918,-1,-1,0.5904,0.4939,-1,-1,1
7677,"('Sax7', 'CAS10')",0.5203768624014022,0.4274246128769356,0.9216842105263158,0.1220947337452192,1.9216842105263159,1.3395938602345314,1.6421387651177597,2.3395938602345314,-1,-1,0.5904,-0.3182,1,-1,1
7678,"('Sax7', 'Pro13')",0.5203768624014022,0.4922918807810894,0.9216842105263158,0.1220947337452192,1.9216842105263159,1.0313152400835073,1.5261991176406668,2.0313152400835075,-1,-1,0.5904,0.0,-1,-1,1
7679,"('Sax7', 'Dol14')",0.5203768624014022,0.556859756097561,0.9216842105263158,0.1220947337452192,1.9216842105263159,0.7957842868874897,2.1145326313698223,1.7957842868874898,-1,-1,0.5904,0.0,-1,-1,1
7680,"('Sus15', 'Mag10')",0.8114754098360656,0.4016,0.2323232323232323,2.8872180451127814,1.2323232323232325,1.4900398406374502,1.2982957794807275,2.49003984063745,-1,-1,0.34,0.0,-1,-1,1
7681,"('Sus15', 'tem9')",0.8114754098360656,0.7613227893601725,0.2323232323232323,2.8872180451127814,1.2323232323232325,0.31350330500472146,1.1920903954802258,1.3135033050047211,-1,-1,0.34,-0.2263,1,-1,1
7682,"('Sus15', 'TJV5')",0.8114754098360656,0.6928621659634318,0.2323232323232323,2.8872180451127814,1.2323232323232325,0.44328850545546816,3.1953591237801025,1.443288505455468,-1,-1,0.34,0.0,-1,-1,1
7683,"('Sus15', 'Dal12')",0.8114754098360656,0.6356397583745195,0.2323232323232323,2.8872180451127814,1.2323232323232325,0.5732181425485962,1.1354544608800818,1.573218142548596,-1,-1,0.34,0.0,-1,-1,1
7684,"('Sus15', 'lnm12')",0.8114754098360656,0.7803030303030303,0.2323232323232323,2.8872180451127814,1.2323232323232325,0.2815533980582524,1.5064466219700876,1.2815533980582523,-1,-1,0.34,0.6908,-1,-1,1
7685,"('Sus15', 'kat11')",0.8114754098360656,0.5369803063457329,0.2323232323232323,2.8872180451127814,1.2323232323232325,0.8622656886715566,0.4997977755308392,1.8622656886715567,-1,-1,0.34,0.4019,-1,-1,1
7686,"('Deb12', 'sil13')",0.6387609878610297,0.603051391862955,0.5655307994757536,1.5068872339023265,1.5655307994757537,0.6582334664891256,1.2566236930260888,1.6582334664891256,-1,-1,-0.0258,0.0,1,-1,1
7687,"('Deb12', 'twe11')",0.6387609878610297,0.6133858267716535,0.5655307994757536,1.5068872339023265,1.5655307994757537,0.6302952503209243,3.7226027397260273,1.6302952503209245,-1,-1,-0.0258,0.0,-1,-1,1
7688,"('Deb12', 'EUi13')",0.6387609878610297,0.5133076271983448,0.5655307994757536,1.5068872339023265,1.5655307994757537,0.9481495053133016,3.3017113596550334,1.9481495053133016,-1,-1,-0.0258,0.0,-1,-1,1
7689,"('Deb12', 'pro14')",0.6387609878610297,0.3984269282814614,0.5655307994757536,1.5068872339023265,1.5655307994757537,1.5098705158140522,4.453333333333333,2.509870515814052,-1,-1,-0.0258,0.3612,-1,-1,1
7690,"('Deb12', 'Que14')",0.6387609878610297,0.6696459264352012,0.5655307994757536,1.5068872339023265,1.5655307994757537,0.4933264887063655,1.3059633027522937,1.4933264887063655,-1,-1,-0.0258,0.0,1,-1,1
7691,"('Nag9', 'Her12')",0.6599371915657245,0.7030121981578292,0.5152957171991842,8.892696629213484,1.5152957171991843,0.4224504249291785,0.08200455580865604,1.4224504249291785,-1,-1,-0.34,0.0,1,-1,1
7692,"('Nag9', 'Wer15')",0.6599371915657245,0.7994505494505495,0.5152957171991842,8.892696629213484,1.5152957171991843,0.2508591065292096,0.9920529801324504,1.2508591065292096,-1,-1,-0.34,-0.0516,1,-1,1
7693,"('Nag9', 'Tar7')",0.6599371915657245,0.3772549019607843,0.5152957171991842,8.892696629213484,1.5152957171991843,1.6507276507276507,1.0862068965517242,2.6507276507276507,-1,-1,-0.34,0.0,1,-1,1
7694,"('Nag9', 'Yme9')",0.6599371915657245,0.8192246835443038,0.5152957171991842,8.892696629213484,1.5152957171991843,0.22066634476098504,3.3363363363363363,1.2206663447609851,-1,-1,-0.34,0.0,1,-1,1
7695,"('Nag9', 'JBr11')",0.6599371915657245,0.5327433628318584,0.5152957171991842,8.892696629213484,1.5152957171991843,0.8770764119601329,6.263448275862068,1.8770764119601329,-1,-1,-0.34,0.0,1,-1,1
7696,"('Doh12', 'ant13')",0.7041008549485582,0.7182971014492754,0.4202510804692324,0.07332001261962351,1.4202510804692323,0.3921815889029004,0.8402662229617305,1.3921815889029003,-1,-1,0.0,-0.4939,-1,-1,1
7697,"('Doh12', 'wil13')",0.7041008549485582,0.522606665251539,0.4202510804692324,0.07332001261962351,1.4202510804692323,0.9134849715678308,6.382622016084423,1.913484971567831,-1,-1,0.0,0.4404,1,-1,1
7698,"('Doh12', 'd4n6')",0.7041008549485582,0.3731063829787234,0.4202510804692324,0.07332001261962351,1.4202510804692323,1.6802007299270072,0.3384767836919592,2.6802007299270074,-1,-1,0.0,0.8847,-1,-1,1
11685,"('Tyl13', 'mic15')",0.4608610567514677,0.6711340206185566,1.1698513800424628,0.9419745014710692,2.1698513800424637,0.4900153609831029,1.1354764638346728,1.4900153609831028,-1,-1,0.4574,0.0,-1,-1,0
11686,"('Tyl13', 'ahm14')",0.4608610567514677,0.5372002459520393,1.1698513800424628,0.9419745014710692,2.1698513800424637,0.8615032430370088,3.6789168278529982,1.8615032430370089,-1,-1,0.4574,0.0,-1,-1,0
11687,"('lac8', 'Day7')",0.632,0.5067642731546274,0.5822784810126582,0.003303600925008259,1.5822784810126582,0.9733040645800878,0.2991788646911817,1.9733040645800883,-1,-1,0.5719,0.8316,-1,-1,0
11688,"('lac8', 'mar12')",0.632,0.5240761478163494,0.5822784810126582,0.003303600925008259,1.5822784810126582,0.9081196581196579,0.006476446508217756,1.9081196581196584,-1,-1,0.5719,0.3818,-1,-1,0
11689,"('lac8', 'Idr12')",0.632,0.5741573033707865,0.5822784810126582,0.003303600925008259,1.5822784810126582,0.7416829745596869,0.1237791932059448,1.741682974559687,-1,-1,0.5719,0.0,1,-1,0
11690,"('lac8', 'tha13')",0.632,0.5573770491803278,0.5822784810126582,0.003303600925008259,1.5822784810126582,0.7941176470588235,0.0009700746663531073,1.7941176470588236,-1,-1,0.5719,-0.2732,-1,-1,0
11691,"('lac8', 'mic13')",0.632,0.4960216553194979,0.5822784810126582,0.003303600925008259,1.5822784810126582,1.016041012072102,0.2769765356448961,2.016041012072102,-1,-1,0.5719,0.5766,-1,-1,0
11692,"('dav13', 'kre12')",0.4507479537115439,0.4047619047619048,1.2185347526612398,0.4039646359781221,2.21853475266124,1.4705882352941178,1.0734437975817286,2.4705882352941178,-1,-1,0.0,-0.875,-1,-1,0
11693,"('dav13', 'tgr8')",0.4507479537115439,0.3199250936329588,1.2185347526612398,0.4039646359781221,2.21853475266124,2.1257316787637555,0.7057657153917288,3.1257316787637555,-1,-1,0.0,-0.5267,-1,-1,0
11694,"('dav13', 'Red15')",0.4507479537115439,0.4906116012025036,1.2185347526612398,0.4039646359781221,2.21853475266124,1.0382722250125564,1.2116910229645097,2.0382722250125567,-1,-1,0.0,0.0,-1,-1,0
11695,"('dav13', 'My_15')",0.4507479537115439,0.4692122463020296,1.2185347526612398,0.4039646359781221,2.21853475266124,1.1312316715542523,1.8081135902636918,2.1312316715542523,-1,-1,0.0,-0.6124,-1,-1,0
11696,"('dav13', 'Blu8')",0.4507479537115439,0.6254180602006689,1.2185347526612398,0.4039646359781221,2.21853475266124,0.5989304812834224,1.364077669902913,1.5989304812834224,-1,-1,0.0,0.0,-1,-1,0
11697,"('bro14', 'Coa15')",0.6744186046511628,0.5406643757159221,0.4827586206896552,2.0614035087719302,1.4827586206896552,0.8495762711864406,0.98315189217211,1.8495762711864407,-1,-1,0.0,0.4215,-1,-1,0
11698,"('bro14', 'kra11')",0.6744186046511628,0.8,0.4827586206896552,2.0614035087719302,1.4827586206896552,0.25,inf,1.25,-1,-1,0.0,0.0,-1,-1,0
11699,"('bro14', 'Qui14')",0.6744186046511628,0.7857142857142857,0.4827586206896552,2.0614035087719302,1.4827586206896552,0.2727272727272727,11.714285714285715,1.2727272727272727,-1,-1,0.0,0.0,-1,-1,0
11700,"('bro14', 'Coa15')",0.6744186046511628,0.4953379953379953,0.4827586206896552,2.0614035087719302,1.4827586206896552,1.0188235294117651,0.520678047607598,2.018823529411765,-1,-1,0.0,0.0,-1,-1,0
11701,"('bro14', 'Coa11')",0.6744186046511628,0.526,0.4827586206896552,2.0614035087719302,1.4827586206896552,0.9011406844106464,2.011665257819104,1.9011406844106464,-1,-1,0.0,0.8774,-1,-1,0
11702,"('gar11', 'Ron15')",0.09516172146484896,0.19955156950672645,9.508426966292133,23.196374622356487,10.508426966292133,4.01123595505618,3.719512195121952,5.01123595505618,-1,-1,0.0,0.0,-1,-1,0
11703,"('gar11', 'cmn6')",0.09516172146484896,0.23848238482384826,9.508426966292133,23.196374622356487,10.508426966292133,3.1931818181818183,2.03585657370518,4.193181818181818,-1,-1,0.0,0.8151,-1,-1,0
11704,"('gar11', 'cli12')",0.09516172146484896,0.8571428571428571,9.508426966292133,23.196374622356487,10.508426966292133,0.16666666666666666,,1.1666666666666667,-1,-1,0.0,0.0,-1,-1,0
11705,"('gar11', 'tif12')",0.09516172146484896,0.5316030534351145,9.508426966292133,23.196374622356487,10.508426966292133,0.8811028144744399,0.9244604316546764,1.88110281447444,-1,-1,0.0,0.0,-1,-1,0
11706,"('gar11', 'The12')",0.09516172146484896,0.00766436735645973,9.508426966292133,23.196374622356487,10.508426966292133,129.47391304347826,0.01742288018714757,130.47391304347826,-1,-1,0.0,0.0,-1,-1,0
11707,"('Spo15', 'dap10')",0.4943289224952741,0.4008179959100204,1.022944550669216,0.31356350184956844,2.022944550669216,1.4948979591836735,6.282333051563821,2.4948979591836733,-1,-1,0.7717,0.0,1,-1,0
11708,"('Spo15', 'fou12')",0.4943289224952741,0.45,1.022944550669216,0.31356350184956844,2.022944550669216,1.2222222222222223,1.5,2.2222222222222223,-1,-1,0.7717,0.7184,-1,-1,0
11709,"('Spo15', 'Jah9')",0.4943289224952741,0.626,1.022944550669216,0.31356350184956844,2.022944550669216,0.597444089456869,3.1675734494015235,1.597444089456869,-1,-1,0.7717,0.0,-1,-1,0
11710,"('Spo15', 'MLB11')",0.4943289224952741,0.2402433941818788,1.022944550669216,0.31356350184956844,2.022944550669216,3.162445354243286,0.5124257485755849,4.162445354243286,-1,-1,0.7717,0.8722,-1,-1,0
11711,"('Spo15', 'Und13')",0.4943289224952741,0.6935933147632312,1.022944550669216,0.31356350184956844,2.022944550669216,0.4417670682730924,0.5642201834862385,1.4417670682730923,-1,-1,0.7717,0.2206,1,-1,0
11712,"('mar10', 'Uni14')",0.9037433155080212,0.3850519987303721,0.10650887573964496,0.0776336045744447,1.106508875739645,1.5970518353294865,8.899691952252601,2.5970518353294865,-1,-1,-0.4767,0.0,-1,-1,0
11713,"('mar10', 'Mit9')",0.9037433155080212,0.5032537391760693,0.10650887573964496,0.0776336045744447,1.106508875739645,0.9870691902601804,0.002721970187945561,1.9870691902601805,-1,-1,-0.4767,0.6361,-1,-1,0
11714,"('mar10', 'rea15')",0.9037433155080212,0.5068754810936149,0.10650887573964496,0.0776336045744447,1.106508875739645,0.9728711237766696,0.4223901454376067,1.9728711237766696,-1,-1,-0.4767,0.0,-1,-1,0
11715,"('mar10', 'rea15')",0.9037433155080212,0.4907916043095949,0.10650887573964496,0.0776336045744447,1.106508875739645,1.0375246667202414,0.6958733747880158,2.0375246667202416,-1,-1,-0.4767,-0.4199,-1,-1,0
11716,"('mar10', 'psy10')",0.9037433155080212,0.4302165940019525,0.10650887573964496,0.0776336045744447,1.106508875739645,1.3244105735155856,3.3127338656791268,2.3244105735155856,-1,-1,-0.4767,0.0,1,-1,0
11717,"('mah12', 'phi7')",0.9126559714795008,0.4471013432993587,0.095703125,0.542287075640262,1.095703125,1.2366293794166607,20.06872961578236,2.2366293794166605,-1,-1,0.5106,0.0,1,-1,0
11718,"('mah12', 'tin13')",0.9126559714795008,0.5228839665542028,0.095703125,0.542287075640262,1.095703125,0.9124701921728152,1.5844675740592469,1.912470192172816,-1,-1,0.5106,0.0,-1,-1,0
